id,observed_on,time_observed_at,time_zone,user_id,user_name,created_at,updated_at,quality_grade,license,image_url,tag_list,description,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,private_place_guess,private_latitude,private_longitude,public_positional_accuracy,geoprivacy,taxon_geoprivacy,positioning_device,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id
61843489,9/30/20,2020-09-30 15:23:00 UTC,Pacific Time (US & Canada),459348,John D Reynolds,2020-10-06 06:17:17 UTC,2023-03-23 21:25:58 UTC,research,CC-BY,https://inaturalist-open-data.s3.amazonaws.com/photos/99011206/medium.jpg,"2020, BC, Canada, iNaturalist","Cathedral Provincial Park, BC, Canada",2,0,FALSE,,"Okanagan-Similkameen, BC, Canada",49.06178611,-120.2000972,5,,,,5,,open,,subalpine larch,Larix lyallii,subalpine larch,Plantae,69848
61843490,9/30/20,2020-09-30 15:37:00 UTC,Pacific Time (US & Canada),459348,John D Reynolds,2020-10-06 06:17:17 UTC,2023-03-23 21:25:58 UTC,research,CC-BY,https://inaturalist-open-data.s3.amazonaws.com/photos/99011213/medium.jpg,,"Cathedral Provincial Park, BC, Canada",2,0,FALSE,,"Okanagan-Similkameen, BC, Canada",49.06005556,-120.2030639,18,,,,18,,open,,subalpine larch,Larix lyallii,subalpine larch,Plantae,69848
61843492,9/30/20,2020-09-30 15:29:00 UTC,Pacific Time (US & Canada),459348,John D Reynolds,2020-10-06 06:17:18 UTC,2023-03-23 21:25:58 UTC,research,CC-BY,https://inaturalist-open-data.s3.amazonaws.com/photos/99011223/medium.jpg,"2020, BC, Canada, iNaturalist","Cathedral Provincial Park, BC, Canada",2,0,FALSE,,"Okanagan-Similkameen, BC, Canada",49.06080556,-120.2015306,21,,,,21,,open,,subalpine larch,Larix lyallii,subalpine larch,Plantae,69848
61843493,9/30/20,2020-09-30 15:28:00 UTC,Pacific Time (US & Canada),459348,John D Reynolds,2020-10-06 06:17:18 UTC,2023-03-23 21:25:58 UTC,research,CC-BY,https://inaturalist-open-data.s3.amazonaws.com/photos/99011245/medium.jpg,"2020, BC, Canada","Cathedral Provincial Park, BC, Canada",2,0,FALSE,,"Okanagan-Similkameen, BC, Canada",49.06141389,-120.2004,1603,,,,1603,,open,,subalpine larch,Larix lyallii,subalpine larch,Plantae,69848
61924158,9/30/20,2020-09-30 16:07:00 UTC,Pacific Time (US & Canada),459348,John D Reynolds,2020-10-07 04:27:19 UTC,2023-03-23 21:25:58 UTC,research,CC-BY,https://inaturalist-open-data.s3.amazonaws.com/photos/99148654/medium.jpg,"2020, BC, Canada, iNaturalist","Cathedral Provincial Park, BC, Canada",2,0,FALSE,,"Okanagan-Similkameen, BC, Canada",49.05805556,-120.2101444,4,,,,4,,open,,subalpine larch,Larix lyallii,subalpine larch,Plantae,69848
61929247,9/30/20,2020-09-30 19:56:00 UTC,Pacific Time (US & Canada),459348,John D Reynolds,2020-10-07 06:52:08 UTC,2023-03-23 21:25:58 UTC,research,CC-BY,https://inaturalist-open-data.s3.amazonaws.com/photos/99159232/medium.jpg,,"Cathedral Provincial Park, BC, Canada",1,0,FALSE,,"Okanagan-Similkameen, British Columbia, Canada",49.044025,-120.1923917,129,,,,129,,open,,subalpine larch,Larix lyallii,subalpine larch,Plantae,69848
61929248,9/30/20,2020-09-30 19:11:00 UTC,Pacific Time (US & Canada),459348,John D Reynolds,2020-10-07 06:52:08 UTC,2023-03-23 21:25:58 UTC,research,CC-BY,https://inaturalist-open-data.s3.amazonaws.com/photos/99159252/medium.jpg,"2020, BC, Canada, iNaturalist","Cathedral Provincial Park, BC, Canada",2,0,FALSE,,"Okanagan-Similkameen, BC, Canada",49.04121389,-120.1990806,18,,,,18,,open,,subalpine larch,Larix lyallii,subalpine larch,Plantae,69848
61929249,9/30/20,2020-09-30 19:11:00 UTC,Pacific Time (US & Canada),459348,John D Reynolds,2020-10-07 06:52:08 UTC,2023-03-23 21:25:58 UTC,research,CC-BY,https://inaturalist-open-data.s3.amazonaws.com/photos/99159264/medium.jpg,"2020, BC, Canada, iNaturalist","Cathedral Provincial Park, BC, Canada",2,0,FALSE,,"Okanagan-Similkameen, British Columbia, Canada",49.04121667,-120.19905,13,,,,13,,open,,subalpine larch,Larix lyallii,subalpine larch,Plantae,69848
61956953,10/5/20,2020-10-05 18:04:47 UTC,Pacific Time (US & Canada),3695510,,2020-10-07 16:39:53 UTC,2024-05-08 00:22:37 UTC,research,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/99206380/medium.jpg,,,3,1,FALSE,3,"Chelan County, US-WA, US",48.12947907,-120.6552219,6,,,,26743,obscured,open,,subalpine larch,Larix lyallii,subalpine larch,Plantae,69848
62012255,9/29/20,2020-09-29 15:02:00 UTC,UTC,136692,Debora Obrist,2020-10-08 06:53:41 UTC,2020-10-16 20:39:19 UTC,research,,https://static.inaturalist.org/photos/99303258/medium.jpeg,,,1,0,FALSE,,"Okanagan-Similkameen, British Columbia, Canada",49.08961944,-120.2076722,5,,,,5,,open,,subalpine larch,Larix lyallii,subalpine larch,Plantae,69848
62163873,10/8/20,2020-10-08 21:24:00 UTC,Mountain Time (US & Canada),449500,Blake Weis,2020-10-10 02:14:22 UTC,2020-10-12 00:12:01 UTC,research,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/99561822/medium.jpg,,,1,0,FALSE,,"Division No. 15, AB, Canada",50.59736075,-115.1625405,220,,,,220,,open,,subalpine larch,Larix lyallii,subalpine larch,Plantae,69848
62210555,9/20/20,2020-09-20 18:35:00 UTC,Mountain Time (US & Canada),2864763,,2020-10-10 16:57:45 UTC,2020-11-02 14:20:41 UTC,research,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/99645844/medium.jpeg,,,2,0,FALSE,,"AB-40, Kananaskis, AB T0L, Canada",50.5978479,-114.990129,227,,,,227,,open,,subalpine larch,Larix lyallii,subalpine larch,Plantae,69848
62257475,10/10/20,2020-10-10 19:02:00 UTC,Pacific Time (US & Canada),3692603,,2020-10-11 01:07:07 UTC,2022-05-06 19:54:20 UTC,research,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/99717060/medium.jpg,,Threatened species,1,0,FALSE,,"Okanagan-Similkameen, British Columbia, Canada",49.019925,-120.3895806,10,,,,10,,open,,subalpine larch,Larix lyallii,subalpine larch,Plantae,69848
62265191,9/27/20,2020-09-27 22:39:07 UTC,Pacific Time (US & Canada),1955525,Yanik Nill,2020-10-11 03:03:46 UTC,2020-10-12 03:28:43 UTC,research,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/99740632/medium.jpeg,,,1,0,FALSE,2,"Manning Park, BC V0X 1R0, Canada",49.02363493,-120.8310109,37,,,,37,,open,gps,subalpine larch,Larix lyallii,subalpine larch,Plantae,69848
62376814,10/11/20,2020-10-12 00:06:57 UTC,Mountain Time (US & Canada),546424,,2020-10-12 04:51:52 UTC,2024-06-27 06:16:48 UTC,research,,https://static.inaturalist.org/photos/99933252/medium.jpg,,,1,0,FALSE,3,"Lake Louise Ski Resort, Improvement District No. 9, AB, CA",51.45533,-116.1364972,4,,,,4,,open,,subalpine larch,Larix lyallii,subalpine larch,Plantae,69848
62437375,9/16/20,2020-09-16 21:46:00 UTC,Mountain Time (US & Canada),88044,BioBlitz,2020-10-12 22:07:17 UTC,2024-06-27 06:16:42 UTC,research,CC-BY-ND,https://inaturalist-open-data.s3.amazonaws.com/photos/100036021/medium.jpeg,,Fairview Mountain,1,0,FALSE,,"Division No. 15, AB, Canada",51.39576947,-116.2171886,352,,,,352,,open,,subalpine larch,Larix lyallii,subalpine larch,Plantae,69848
62453823,9/28/20,2020-09-29 00:27:00 UTC,Pacific Time (US & Canada),612807,Celeste Kieran,2020-10-13 02:10:01 UTC,2024-06-20 01:02:57 UTC,research,CC0,https://inaturalist-open-data.s3.amazonaws.com/photos/100064797/medium.jpeg,,,1,0,FALSE,,"Okanagan-Similkameen, British Columbia, Canada",49.06360556,-120.2019056,8,,,,8,,open,,subalpine larch,Larix lyallii,subalpine larch,Plantae,69848
62458581,9/29/20,2020-09-29 22:47:00 UTC,Pacific Time (US & Canada),612807,Celeste Kieran,2020-10-13 03:36:12 UTC,2024-06-20 01:07:47 UTC,research,CC0,https://inaturalist-open-data.s3.amazonaws.com/photos/100074453/medium.jpeg,,,1,0,FALSE,,"Okanagan-Similkameen, British Columbia, Canada",49.08026389,-120.2097694,12,,,,12,,open,,subalpine larch,Larix lyallii,subalpine larch,Plantae,69848
62464006,10/6/10,2010-10-06 12:03:00 UTC,UTC,3673266,Terry M,2020-10-13 05:46:28 UTC,2020-11-14 11:52:05 UTC,research,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/100084037/medium.jpeg,,,1,0,FALSE,,"Fraser Valley, BC, Canada",49.02473077,-120.8306346,61,,,,61,,open,,subalpine larch,Larix lyallii,subalpine larch,Plantae,69848
62569975,9/30/20,2020-09-30 08:25:00 UTC,UTC,136692,Debora Obrist,2020-10-14 17:40:55 UTC,2020-12-05 21:54:19 UTC,research,,https://static.inaturalist.org/photos/100200615/medium.jpeg,,,2,0,FALSE,,"Okanagan-Similkameen, British Columbia, Canada",49.06113056,-120.2001278,30,,,,30,,open,,subalpine larch,Larix lyallii,subalpine larch,Plantae,69848
62583891,9/28/20,2020-09-29 00:31:00 UTC,Pacific Time (US & Canada),612807,Celeste Kieran,2020-10-14 20:27:53 UTC,2024-06-20 01:16:44 UTC,research,CC0,https://inaturalist-open-data.s3.amazonaws.com/photos/100293199/medium.jpeg,,,1,0,FALSE,,"Okanagan-Similkameen, British Columbia, Canada",49.06354167,-120.2017361,,,,,,,open,,subalpine larch,Larix lyallii,subalpine larch,Plantae,69848
62583892,9/28/20,2020-09-29 00:31:00 UTC,Pacific Time (US & Canada),612807,Celeste Kieran,2020-10-14 20:27:53 UTC,2024-06-20 01:16:46 UTC,research,CC0,https://inaturalist-open-data.s3.amazonaws.com/photos/100293224/medium.jpeg,,,1,0,FALSE,,"Okanagan-Similkameen, BC, Canada",49.06354167,-120.2017361,,,,,,,open,,subalpine larch,Larix lyallii,subalpine larch,Plantae,69848
62587714,9/29/20,2020-09-29 21:04:00 UTC,Pacific Time (US & Canada),612807,Celeste Kieran,2020-10-14 21:11:51 UTC,2024-06-20 01:20:17 UTC,research,CC0,https://inaturalist-open-data.s3.amazonaws.com/photos/100300079/medium.jpeg,,,2,1,FALSE,,"Okanagan-Similkameen, British Columbia, Canada",49.08611389,-120.1929639,,,,,,,open,,subalpine larch,Larix lyallii,subalpine larch,Plantae,69848
62587746,9/29/20,2020-09-29 21:20:00 UTC,Pacific Time (US & Canada),612807,Celeste Kieran,2020-10-14 21:12:03 UTC,2024-06-20 01:21:13 UTC,research,CC0,https://inaturalist-open-data.s3.amazonaws.com/photos/100300375/medium.jpeg,,,2,1,FALSE,,"Okanagan-Similkameen, BC, Canada",49.08940556,-120.1986167,,,,,,,open,,subalpine larch,Larix lyallii,subalpine larch,Plantae,69848
62589329,9/29/20,2020-09-29 21:56:00 UTC,Pacific Time (US & Canada),612807,Celeste Kieran,2020-10-14 21:29:04 UTC,2024-06-20 01:24:03 UTC,research,CC0,https://inaturalist-open-data.s3.amazonaws.com/photos/100304054/medium.jpeg,,,2,1,FALSE,,"Okanagan-Similkameen, British Columbia, Canada",49.08991944,-120.2055139,,,,,,,open,,subalpine larch,Larix lyallii,subalpine larch,Plantae,69848
62589338,9/29/20,2020-09-29 22:13:00 UTC,Pacific Time (US & Canada),612807,Celeste Kieran,2020-10-14 21:29:10 UTC,2024-06-20 01:24:45 UTC,research,CC0,https://inaturalist-open-data.s3.amazonaws.com/photos/100304489/medium.jpeg,,,2,1,FALSE,,"Okanagan-Similkameen, BC, Canada",49.08771944,-120.2102278,,,,,,,open,,subalpine larch,Larix lyallii,subalpine larch,Plantae,69848
62589402,9/29/20,2020-09-29 22:43:00 UTC,Pacific Time (US & Canada),612807,Celeste Kieran,2020-10-14 21:29:48 UTC,2024-06-20 01:26:21 UTC,research,CC0,https://inaturalist-open-data.s3.amazonaws.com/photos/100304934/medium.jpeg,,,1,0,FALSE,,"Okanagan-Similkameen, British Columbia, Canada",49.08153611,-120.2102972,,,,,,,open,,subalpine larch,Larix lyallii,subalpine larch,Plantae,69848
62589407,9/29/20,2020-09-29 22:43:00 UTC,Pacific Time (US & Canada),612807,Celeste Kieran,2020-10-14 21:29:52 UTC,2024-06-20 01:26:25 UTC,research,CC0,https://inaturalist-open-data.s3.amazonaws.com/photos/100304949/medium.jpeg,,,1,0,FALSE,,"Okanagan-Similkameen, British Columbia, Canada",49.08153611,-120.2102972,,,,,,,open,,subalpine larch,Larix lyallii,subalpine larch,Plantae,69848
62589596,9/29/20,2020-09-30 00:07:00 UTC,Pacific Time (US & Canada),612807,Celeste Kieran,2020-10-14 21:32:29 UTC,2024-06-20 01:27:00 UTC,research,CC0,https://inaturalist-open-data.s3.amazonaws.com/photos/100305074/medium.jpeg,,,2,1,FALSE,,"Okanagan-Similkameen, BC, Canada",49.0719,-120.1964111,,,,,,,open,,subalpine larch,Larix lyallii,subalpine larch,Plantae,69848
62590398,9/29/20,2020-09-30 00:18:00 UTC,Pacific Time (US & Canada),612807,Celeste Kieran,2020-10-14 21:43:08 UTC,2024-06-20 01:24:53 UTC,research,CC0,https://inaturalist-open-data.s3.amazonaws.com/photos/100304540/medium.jpeg,,,2,1,FALSE,,"Okanagan-Similkameen, BC, Canada",49.07303889,-120.1946111,,,,,,,open,,subalpine larch,Larix lyallii,subalpine larch,Plantae,69848
62590632,9/30/20,2020-09-30 15:22:00 UTC,Pacific Time (US & Canada),612807,Celeste Kieran,2020-10-14 21:45:35 UTC,2024-06-20 01:27:40 UTC,research,CC0,https://inaturalist-open-data.s3.amazonaws.com/photos/100305416/medium.jpeg,,,2,1,FALSE,,"Okanagan-Similkameen, British Columbia, Canada",49.063575,-120.1992278,,,,,,,open,,subalpine larch,Larix lyallii,subalpine larch,Plantae,69848
62590639,9/30/20,2020-09-30 15:22:00 UTC,Pacific Time (US & Canada),612807,Celeste Kieran,2020-10-14 21:45:38 UTC,2024-06-20 01:27:40 UTC,research,CC0,https://inaturalist-open-data.s3.amazonaws.com/photos/100305422/medium.jpeg,,,2,1,FALSE,,"Okanagan-Similkameen, BC, Canada",49.063575,-120.1992278,,,,,,,open,,subalpine larch,Larix lyallii,subalpine larch,Plantae,69848
62590742,9/30/20,2020-09-30 15:30:00 UTC,Pacific Time (US & Canada),612807,Celeste Kieran,2020-10-14 21:47:08 UTC,2024-06-20 01:24:18 UTC,research,CC0,https://inaturalist-open-data.s3.amazonaws.com/photos/100304236/medium.jpeg,,,1,0,FALSE,,"Okanagan-Similkameen, British Columbia, Canada",49.06100833,-120.2013222,,,,,,,open,,subalpine larch,Larix lyallii,subalpine larch,Plantae,69848
62594282,9/30/20,2020-09-30 19:16:00 UTC,Pacific Time (US & Canada),612807,Celeste Kieran,2020-10-14 22:34:51 UTC,2024-06-20 01:30:15 UTC,research,CC0,https://inaturalist-open-data.s3.amazonaws.com/photos/100309293/medium.jpeg,,,1,0,FALSE,,"Okanagan-Similkameen, BC, Canada",49.03964167,-120.1975333,,,,,,,open,,subalpine larch,Larix lyallii,subalpine larch,Plantae,69848
62594303,9/30/20,2020-09-30 19:16:00 UTC,Pacific Time (US & Canada),612807,Celeste Kieran,2020-10-14 22:34:58 UTC,2024-06-20 01:30:19 UTC,research,CC0,https://inaturalist-open-data.s3.amazonaws.com/photos/100309335/medium.jpeg,,,1,0,FALSE,,"Okanagan-Similkameen, British Columbia, Canada",49.04015833,-120.1979361,,,,,,,open,,subalpine larch,Larix lyallii,subalpine larch,Plantae,69848
62594554,9/30/20,2020-09-30 16:43:00 UTC,Pacific Time (US & Canada),612807,Celeste Kieran,2020-10-14 22:37:50 UTC,2024-06-20 01:25:09 UTC,research,CC0,https://inaturalist-open-data.s3.amazonaws.com/photos/100304660/medium.jpeg,,,1,0,FALSE,,"Okanagan-Similkameen, British Columbia, Canada",49.055825,-120.2151278,,,,,,,open,,subalpine larch,Larix lyallii,subalpine larch,Plantae,69848
62738035,9/30/20,2020-09-30 12:58:00 UTC,UTC,136692,Debora Obrist,2020-10-16 21:27:46 UTC,2020-10-16 21:31:55 UTC,research,,https://static.inaturalist.org/photos/100565797/medium.jpeg,,,2,0,FALSE,,"Okanagan-Similkameen, BC, Canada",49.04450278,-120.1929083,10,,,,10,,open,,subalpine larch,Larix lyallii,subalpine larch,Plantae,69848
62852769,10/15/20,2020-10-15 23:01:00 UTC,Arizona,953201,Mollie,2020-10-18 01:44:02 UTC,2022-08-07 18:13:10 UTC,research,,https://static.inaturalist.org/photos/100775560/medium.jpg,,,3,0,FALSE,3,"Okanogan-Wenatchee National Forest, Leavenworth, WA, US",47.53848333,-120.8638917,5,,,,5,,open,,subalpine larch,Larix lyallii,subalpine larch,Plantae,69848
62862806,10/17/20,2020-10-17 20:01:28 UTC,Mountain Time (US & Canada),3746532,,2020-10-18 03:55:01 UTC,2023-08-18 05:22:23 UTC,research,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/100793959/medium.jpeg,,Western larch,2,0,FALSE,2,"Chelan County, US-WA, US",48.06443039,-120.7321784,7,,,,7,,open,,subalpine larch,Larix lyallii,subalpine larch,Plantae,69848
63046935,9/18/20,2020-09-18 20:40:50 UTC,Mountain Time (US & Canada),1486687,Jim Wallace,2020-10-19 21:58:12 UTC,2020-11-29 20:03:00 UTC,research,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/101119915/medium.jpeg,,,2,0,FALSE,2,"Kananaskis, AB T0L, Canada",50.59111111,-115.0155556,,,,,,,open,,subalpine larch,Larix lyallii,subalpine larch,Plantae,69848
63055747,9/19/20,2020-09-19 19:17:07 UTC,Pacific Time (US & Canada),3765174,Robyn Hanson,2020-10-20 00:17:41 UTC,2024-03-19 23:22:05 UTC,research,CC0,https://inaturalist-open-data.s3.amazonaws.com/photos/101135772/medium.jpg,,,1,0,FALSE,3,"E. C. Manning Provincial Park, Okanagan-Similkameen H, BC, CA",49.02629167,-120.8304367,5,,,,5,,open,,subalpine larch,Larix lyallii,subalpine larch,Plantae,69848
63437162,9/5/20,2020-09-05 15:59:56 UTC,Pacific Time (US & Canada),8641,John Brew,2020-10-24 23:19:35 UTC,2020-10-25 16:10:34 UTC,research,CC-BY,https://inaturalist-open-data.s3.amazonaws.com/photos/101804208/medium.jpg,,,1,0,FALSE,3,"Okanogan-Wenatchee National Forest, Deming, WA, US",48.74341333,-120.6844783,,,,,,,open,,subalpine larch,Larix lyallii,subalpine larch,Plantae,69848
63455111,9/29/20,2020-09-29 18:27:00 UTC,Pacific Time (US & Canada),1816805,Peter Zika,2020-10-25 04:07:30 UTC,2022-04-20 20:56:41 UTC,research,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/101837607/medium.jpeg,,,1,0,FALSE,,"Blue Lake, Chelan County, Washington, USA",48.50586944,-120.6721417,10,,,,10,,open,,subalpine larch,Larix lyallii,subalpine larch,Plantae,69848
63455168,9/27/20,2020-09-27 23:34:00 UTC,Pacific Time (US & Canada),1816805,Peter Zika,2020-10-25 04:08:26 UTC,2022-04-20 20:56:41 UTC,research,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/101837707/medium.jpeg,,,1,0,FALSE,,"Harts Pass area, Okanogan County, Washington, USA",48.73754444,-120.6784889,5,,,,5,,open,,subalpine larch,Larix lyallii,subalpine larch,Plantae,69848
63490197,7/4/20,2020-07-04 17:44:54 UTC,Mountain Time (US & Canada),1498364,Dan,2020-10-25 16:03:34 UTC,2020-10-25 17:11:17 UTC,research,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/101899986/medium.jpeg,,,1,0,FALSE,2,"Pincher Creek No. 9, AB, Canada",49.33350617,-114.3869317,457,,,,457,,open,gps,subalpine larch,Larix lyallii,subalpine larch,Plantae,69848
63497776,10/24/20,2020-10-24 20:48:40 UTC,Pacific Time (US & Canada),3352889,,2020-10-25 17:32:04 UTC,2022-05-06 22:47:35 UTC,research,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/101913588/medium.jpeg,,,2,0,FALSE,2,"Winthrop, WA 98862, USA",48.58369726,-120.6692157,1817,,,,1817,,open,,subalpine larch,Larix lyallii,subalpine larch,Plantae,69848
63545548,9/5/20,2020-09-05 23:43:13 UTC,Pacific Time (US & Canada),8641,John Brew,2020-10-26 03:15:39 UTC,2022-04-19 12:46:06 UTC,research,CC-BY,https://inaturalist-open-data.s3.amazonaws.com/photos/101999395/medium.jpg,,,1,0,FALSE,3,"Okanogan-Wenatchee National Forest, Mazama, WA, US",48.701295,-120.6742617,,,,,,,open,,subalpine larch,Larix lyallii,subalpine larch,Plantae,69848
63587189,10/25/20,2020-10-25 19:37:26 UTC,Pacific Time (US & Canada),3742720,,2020-10-26 19:28:16 UTC,2023-01-24 19:51:20 UTC,research,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/102075083/medium.jpeg,,,2,0,FALSE,2,"Winthrop, WA 98862, USA",48.51247446,-120.6707466,363,,,,363,,open,gps,subalpine larch,Larix lyallii,subalpine larch,Plantae,69848
63609415,7/4/14,2014-07-05 02:21:00 UTC,Pacific Time (US & Canada),46945,T. Abe Lloyd,2020-10-27 01:50:10 UTC,2023-01-24 19:50:30 UTC,research,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/102114063/medium.jpeg,,,2,0,FALSE,,"Chelan County, WA, USA",48.16248073,-120.8780256,31,,,,31,,open,,subalpine larch,Larix lyallii,subalpine larch,Plantae,69848
63662491,10/11/20,2020-10-11 19:00:20 UTC,Pacific Time (US & Canada),2608877,,2020-10-27 21:42:47 UTC,2020-12-07 03:09:22 UTC,research,,https://static.inaturalist.org/photos/102210946/medium.jpg,,,1,0,FALSE,3,"E. C. Manning Provincial Park, Okanagan-Similkameen H, BC, CA",49.02414717,-120.8307717,16,,,,16,,open,,subalpine larch,Larix lyallii,subalpine larch,Plantae,69848
63678596,9/6/20,2020-09-06 14:04:14 UTC,Pacific Time (US & Canada),8641,John Brew,2020-10-28 02:48:51 UTC,2022-04-19 12:08:09 UTC,research,CC-BY,https://inaturalist-open-data.s3.amazonaws.com/photos/102240715/medium.jpg,,,1,0,FALSE,3,"Okanogan-Wenatchee National Forest, Mazama, WA, US",48.74129667,-120.6786833,,,,,,,open,,subalpine larch,Larix lyallii,subalpine larch,Plantae,69848
63703489,8/3/09,2009-08-03 19:44:00 UTC,Arizona,5240,Brian Catto,2020-10-28 15:37:07 UTC,2024-06-27 06:16:38 UTC,research,CC-BY,https://static.inaturalist.org/photos/102283089/medium.jpg,,,1,0,FALSE,,"Division No. 15, AB, Canada",51.41469957,-116.2508757,15,,,,15,,open,,subalpine larch,Larix lyallii,subalpine larch,Plantae,69848
63703490,9/25/05,2005-09-25 18:45:00 UTC,Arizona,5240,Brian Catto,2020-10-28 15:37:08 UTC,2024-06-27 06:16:30 UTC,research,CC-BY,https://static.inaturalist.org/photos/102283239/medium.jpeg,,,1,0,FALSE,,"Division No. 15, AB, Canada",51.39492847,-116.2143981,8,,,,8,,open,,subalpine larch,Larix lyallii,subalpine larch,Plantae,69848
63703491,10/3/17,2017-10-03 19:56:00 UTC,Arizona,5240,Brian Catto,2020-10-28 15:37:08 UTC,2020-11-18 22:59:30 UTC,research,CC-BY,https://static.inaturalist.org/photos/102283370/medium.jpg,,,1,0,FALSE,,"Columbia-Shuswap, BC, Canada",51.34702764,-116.3302831,31,,,,31,,open,,subalpine larch,Larix lyallii,subalpine larch,Plantae,69848
63767865,10/5/20,2020-10-05 20:38:24 UTC,Pacific Time (US & Canada),2704179,Liz Landefeld,2020-10-29 15:58:18 UTC,2023-01-24 20:17:48 UTC,research,,https://static.inaturalist.org/photos/102398844/medium.jpg,,THE biggest larch I have EVER seen,1,0,FALSE,3,"Okanogan-Wenatchee National Forest, Leavenworth, WA, US",48.14144167,-120.8194717,32,,,,32,,open,,subalpine larch,Larix lyallii,subalpine larch,Plantae,69848
63796801,9/28/20,2020-09-29 00:21:00 UTC,Pacific Time (US & Canada),136692,Debora Obrist,2020-10-30 01:06:09 UTC,2020-11-11 23:52:10 UTC,research,,https://static.inaturalist.org/photos/102447685/medium.jpeg,,,2,0,FALSE,,"Okanagan-Similkameen, BC, Canada",49.06326292,-120.1981626,336,,,,336,,open,,subalpine larch,Larix lyallii,subalpine larch,Plantae,69848
63796804,9/28/20,2020-09-29 00:21:00 UTC,Pacific Time (US & Canada),136692,Debora Obrist,2020-10-30 01:06:10 UTC,2020-11-01 23:51:20 UTC,research,,https://static.inaturalist.org/photos/102447736/medium.jpeg,,,1,0,FALSE,,"Okanagan-Similkameen, BC, Canada",49.06326292,-120.1981626,336,,,,336,,open,,subalpine larch,Larix lyallii,subalpine larch,Plantae,69848
63826118,9/6/20,2020-09-06 14:16:37 UTC,Pacific Time (US & Canada),8641,John Brew,2020-10-30 16:16:28 UTC,2022-04-19 12:06:54 UTC,research,CC-BY,https://inaturalist-open-data.s3.amazonaws.com/photos/102504116/medium.jpg,,,1,0,FALSE,3,"Okanogan-Wenatchee National Forest, Mazama, WA, US",48.74325333,-120.6774583,,,,,,,open,,subalpine larch,Larix lyallii,subalpine larch,Plantae,69848
63899431,9/6/20,2020-09-06 15:23:27 UTC,Pacific Time (US & Canada),8641,John Brew,2020-10-31 17:53:39 UTC,2022-08-24 00:15:36 UTC,research,CC-BY,https://inaturalist-open-data.s3.amazonaws.com/photos/102633488/medium.jpg,,,2,0,FALSE,3,"Okanogan-Wenatchee National Forest, Mazama, WA, US",48.74790333,-120.669795,,,,,,,open,,subalpine larch,Larix lyallii,subalpine larch,Plantae,69848
63899542,9/6/20,2020-09-06 15:27:08 UTC,Pacific Time (US & Canada),8641,John Brew,2020-10-31 17:55:21 UTC,2020-11-02 21:28:42 UTC,research,CC-BY,https://inaturalist-open-data.s3.amazonaws.com/photos/102633731/medium.jpg,,,1,0,FALSE,3,"Okanogan-Wenatchee National Forest, Mazama, WA, US",48.74849167,-120.6692133,,,,,,,open,,subalpine larch,Larix lyallii,subalpine larch,Plantae,69848
63900964,9/6/20,2020-09-06 15:38:12 UTC,Pacific Time (US & Canada),8641,John Brew,2020-10-31 18:14:19 UTC,2022-04-19 12:06:42 UTC,research,CC-BY,https://inaturalist-open-data.s3.amazonaws.com/photos/102636241/medium.jpg,,,1,0,FALSE,3,"Okanogan-Wenatchee National Forest, Mazama, WA, US",48.74982833,-120.6682167,,,,,,,open,,subalpine larch,Larix lyallii,subalpine larch,Plantae,69848
63998861,11/1/20,2020-11-01 19:45:03 UTC,Pacific Time (US & Canada),205708,Remington Jackson,2020-11-01 23:01:34 UTC,2022-01-05 00:37:40 UTC,research,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/102810861/medium.jpg,,,1,0,FALSE,3,"Chelan County, US-WA, US",47.49277595,-120.8369176,10,,,,10,,open,,subalpine larch,Larix lyallii,subalpine larch,Plantae,69848
64014497,9/6/20,2020-09-06 16:17:45 UTC,Pacific Time (US & Canada),8641,John Brew,2020-11-02 03:13:37 UTC,2022-04-19 12:07:51 UTC,research,CC-BY,https://inaturalist-open-data.s3.amazonaws.com/photos/102840070/medium.jpg,,,1,0,FALSE,3,"Okanogan-Wenatchee National Forest, Mazama, WA, US",48.75688667,-120.6664117,,,,,,,open,,subalpine larch,Larix lyallii,subalpine larch,Plantae,69848
